日期,确诊总数,今日确诊数,治愈总数,治愈新增,现存感染数,现存增加数,死亡人数,新增死亡,高风险地区数,中风险地区数,疑似总数,新增疑似
20200122,1,1,0,0,1,1,0,0,0,0,0,0
20200123,2,1,0,0,2,1,0,0,0,0,0,0
20200124,5,3,0,0,5,3,0,0,0,0,0,0
20200125,5,0,0,0,5,0,0,0,0,0,0,0
20200126,8,3,0,0,8,3,0,0,0,0,0,0
20200127,8,0,0,0,8,0,0,0,0,0,0,0
20200128,8,0,0,0,8,0,0,0,0,0,0,0
20200129,10,2,0,0,10,2,0,0,0,0,0,0
20200130,12,2,0,0,12,2,0,0,0,0,0,0
20200131,13,1,0,0,13,1,0,0,0,0,0,0
20200201,14,1,0,0,14,1,0,0,0,0,0,0
20200202,15,1,0,0,15,1,0,0,0,0,0,0
20200203,15,0,0,0,15,0,0,0,0,0,0,0
20200204,18,3,0,0,17,2,1,1,0,0,0,0
20200205,21,3,0,0,20,3,1,0,0,0,0,0
20200206,24,3,0,0,23,3,1,0,0,0,0,0
20200207,26,2,0,0,25,2,1,0,0,0,0,0
20200208,26,0,0,0,25,0,1,0,0,0,0,0
20200209,36,10,0,0,35,10,1,0,0,0,0,0
20200210,42,6,0,0,41,6,1,0,0,0,0,0
20200211,49,7,0,0,48,7,1,0,0,0,0,0
20200212,50,1,1,1,48,0,1,0,0,0,0,0
20200213,53,3,1,0,51,3,1,0,0,0,0,0
20200214,56,3,1,0,54,3,1,0,0,0,0,0
20200215,56,0,1,0,54,0,1,0,0,0,0,0
20200216,57,1,2,1,54,0,1,0,0,0,0,0
20200217,60,3,2,0,57,3,1,0,0,0,0,0
20200218,62,2,4,2,57,0,1,0,0,0,0,0
20200219,65,3,5,1,58,1,2,1,0,0,0,0
20200220,68,3,5,0,61,3,2,0,0,0,0,0
20200221,68,0,6,1,60,-1,2,0,0,0,0,0
20200222,69,1,11,5,56,-4,2,0,0,0,0,0
20200223,74,5,12,1,60,4,2,0,0,0,0,0
20200224,81,7,19,7,60,0,2,0,0,0,0,0
20200225,85,4,18,-1,65,5,2,0,0,0,0,0
20200226,91,6,24,6,65,0,2,0,0,0,0,0
20200227,93,2,26,2,65,0,2,0,0,0,0,0
20200228,94,1,30,4,62,-3,2,0,0,0,0,0
20200229,95,1,33,3,60,-2,2,0,0,0,0,0
20200301,98,3,36,3,60,0,2,0,0,0,0,0
20200302,100,2,36,0,62,2,2,0,0,0,0,0
20200303,100,0,37,1,61,-1,2,0,0,0,0,0
20200304,105,5,43,6,60,-1,2,0,0,0,0,0
20200305,105,0,46,3,57,-3,2,0,0,0,0,0
20200306,107,2,51,5,54,-3,2,0,0,0,0,0
20200307,109,2,55,4,52,-2,2,0,0,0,0,0
20200308,114,5,59,4,52,0,3,1,0,0,0,0
20200309,115,1,60,1,52,0,3,0,0,0,0,0
20200310,120,5,65,5,52,0,3,0,0,0,0,0
20200311,129,9,67,2,59,7,3,0,0,0,0,0
20200312,131,2,75,8,53,-6,3,0,0,0,0,0
20200313,137,6,78,3,55,2,4,1,0,0,0,0
