日期,确诊总数,今日确诊数,治愈总数,治愈新增,现存感染数,现存增加数,死亡人数,新增死亡,高风险地区数,中风险地区数,疑似总数,新增疑似
20200129,70,19,0,0,70,19,0,0,0,0,0,0
20200130,76,6,0,0,76,6,0,0,0,0,0,0
20200131,91,15,1,1,90,14,0,0,0,0,0,0
20200201,99,8,2,1,97,7,0,0,0,0,0,0
20200202,109,10,3,1,106,9,0,0,0,0,0,0
20200203,117,8,5,2,112,6,0,0,0,0,0,0
20200204,122,5,5,0,117,5,0,0,0,0,0,0
20200205,128,6,5,0,123,6,0,0,0,0,0,0
20200206,135,7,7,2,128,5,0,0,0,0,0,0
20200207,138,3,12,5,126,-2,0,0,0,0,0,0
20200208,140,2,17,5,123,-3,0,0,0,0,0,0
20200209,141,1,18,1,123,0,0,0,0,0,0,0
20200210,149,8,19,1,130,7,0,0,0,0,0,0
20200211,154,5,20,1,134,4,0,0,0,0,0,0
20200212,155,1,23,3,132,-2,0,0,0,0,0,0
20200213,162,7,27,4,135,3,0,0,0,0,0,0
20200214,168,6,35,8,133,-2,0,0,0,0,0,0
20200215,169,1,42,7,127,-6,0,0,0,0,0,0
20200216,171,2,42,0,129,2,0,0,0,0,0,0
20200217,172,1,47,5,125,-4,0,0,0,0,0,0
20200218,173,1,57,10,116,-9,0,0,0,0,0,0
20200219,172,-1,60,3,111,-5,1,1,0,0,0,0
20200220,174,2,79,19,93,-18,2,1,0,0,0,0
20200221,174,0,96,17,76,-17,2,0,0,0,0,0
20200222,174,0,107,11,65,-11,2,0,0,0,0,0
20200223,174,0,115,8,57,-8,2,0,0,0,0,0
20200224,174,0,124,9,48,-9,2,0,0,0,0,0
20200225,174,0,129,5,43,-5,2,0,0,0,0,0
20200226,174,0,144,15,28,-15,2,0,0,0,0,0
20200227,174,0,150,6,22,-6,2,0,0,0,0,0
20200228,174,0,156,6,16,-6,2,0,0,0,0,0
20200229,174,0,157,1,15,-1,2,0,0,0,0,0
20200301,174,0,163,6,9,-6,2,0,0,0,0,0
20200302,174,0,168,5,4,-5,2,0,0,0,0,0
20200303,174,0,169,1,3,-1,2,0,0,0,0,0
20200304,174,0,169,0,3,0,2,0,0,0,0,0
20200305,174,0,169,0,3,0,2,0,0,0,0,0
20200306,174,0,170,1,2,-1,2,0,0,0,0,0
20200307,174,0,170,0,2,0,2,0,0,0,0,0
20200308,174,0,170,0,2,0,2,0,0,0,0,0
20200309,174,0,170,0,2,0,2,0,0,0,0,0
20200310,174,0,170,0,2,0,2,0,0,0,0,0
20200311,174,0,170,0,2,0,2,0,0,0,0,0
20200312,174,0,170,0,2,0,2,0,0,0,0,0
20200313,174,0,170,0,2,0,2,0,0,0,0,0
20200314,174,0,172,2,0,-2,2,0,0,0,0,0
20200315,175,1,172,0,1,1,2,0,0,0,0,0
20200316,176,1,172,0,2,1,2,0,0,0,0,0
20200317,176,0,172,0,2,0,2,0,0,0,0,0
20200318,176,0,172,0,2,0,2,0,0,0,0,0
20200319,176,0,172,0,2,0,2,0,0,0,0,0
20200320,176,0,172,0,2,0,2,0,0,0,0,0
20200321,176,0,172,0,2,0,2,0,0,0,0,0
20200322,176,0,172,0,2,0,2,0,0,0,0,0
20200323,176,0,172,0,2,0,2,0,0,0,0,0
20200324,176,0,172,0,2,0,2,0,0,0,0,0
20200325,178,2,172,0,4,2,2,0,0,0,0,0
20200326,180,2,172,0,6,2,2,0,0,0,0,0
20200327,180,0,172,0,6,0,2,0,0,0,0,0
20200328,180,0,172,0,6,0,2,0,0,0,0,0
20200329,180,0,172,0,6,0,2,0,0,0,0,0
20200330,181,1,172,0,7,1,2,0,0,0,0,0
20200331,182,1,172,0,8,1,2,0,0,0,0,0
20200401,183,1,172,0,9,1,2,0,0,0,0,0
20200402,184,1,172,0,10,1,2,0,0,0,0,0
20200403,184,0,172,0,10,0,2,0,0,0,0,0
20200404,184,0,172,0,10,0,2,0,0,0,0,0
20200405,184,0,172,0,10,0,2,0,0,0,0,0
20200406,184,0,173,1,9,-1,2,0,0,0,0,0
20200407,184,0,173,0,9,0,2,0,0,0,0,0
20200408,184,0,173,0,9,0,2,0,0,0,0,0
20200409,184,0,173,0,9,0,2,0,0,0,0,0
20200410,184,0,174,1,8,-1,2,0,0,0,0,0
20200411,184,0,174,0,8,0,2,0,0,0,0,0
20200412,184,0,174,0,8,0,2,0,0,0,0,0
20200413,184,0,175,1,7,-1,2,0,0,0,0,0
20200414,184,0,176,1,6,-1,2,0,0,0,0,0
20200415,184,0,176,0,6,0,2,0,0,0,0,0
20200416,184,0,177,1,5,-1,2,0,0,0,0,0
