日期,确诊总数,今日确诊数,治愈总数,治愈新增,现存感染数,现存增加数,死亡人数,新增死亡,高风险地区数,中风险地区数,疑似总数,新增疑似
20200129,1,1,0,0,1,1,0,0,0,0,0,0
20200130,1,0,0,0,1,0,0,0,0,0,0,0
20200131,1,0,0,0,1,0,0,0,0,0,0,0
20200201,1,0,0,0,1,0,0,0,0,0,0,0
20200202,1,0,0,0,1,0,0,0,0,0,0,0
20200203,1,0,0,0,1,0,0,0,0,0,0,0
20200204,1,0,0,0,1,0,0,0,0,0,0,0
20200205,1,0,0,0,1,0,0,0,0,0,0,0
20200206,1,0,0,0,1,0,0,0,0,0,0,0
20200207,1,0,0,0,1,0,0,0,0,0,0,0
20200208,1,0,0,0,1,0,0,0,0,0,0,0
20200209,1,0,0,0,1,0,0,0,0,0,0,0
20200210,1,0,0,0,1,0,0,0,0,0,0,0
20200211,1,0,0,0,1,0,0,0,0,0,0,0
20200212,1,0,1,1,0,-1,0,0,0,0,0,0
20200213,1,0,1,0,0,0,0,0,0,0,0,0
20200214,1,0,1,0,0,0,0,0,0,0,0,0
20200215,1,0,1,0,0,0,0,0,0,0,0,0
20200216,1,0,1,0,0,0,0,0,0,0,0,0
20200217,1,0,1,0,0,0,0,0,0,0,0,0
20200218,1,0,1,0,0,0,0,0,0,0,0,0
20200219,1,0,1,0,0,0,0,0,0,0,0,0
20200220,1,0,1,0,0,0,0,0,0,0,0,0
20200221,1,0,1,0,0,0,0,0,0,0,0,0
20200222,1,0,1,0,0,0,0,0,0,0,0,0
20200223,1,0,1,0,0,0,0,0,0,0,0,0
20200224,1,0,1,0,0,0,0,0,0,0,0,0
20200225,1,0,1,0,0,0,0,0,0,0,0,0
20200226,1,0,1,0,0,0,0,0,0,0,0,0
20200227,1,0,1,0,0,0,0,0,0,0,0,0
20200228,1,0,1,0,0,0,0,0,0,0,0,0
20200229,1,0,1,0,0,0,0,0,0,0,0,0
20200301,1,0,1,0,0,0,0,0,0,0,0,0
20200302,1,0,1,0,0,0,0,0,0,0,0,0
20200303,1,0,1,0,0,0,0,0,0,0,0,0
20200304,1,0,1,0,0,0,0,0,0,0,0,0
20200305,1,0,1,0,0,0,0,0,0,0,0,0
20200306,1,0,1,0,0,0,0,0,0,0,0,0
20200307,1,0,1,0,0,0,0,0,0,0,0,0
20200308,1,0,1,0,0,0,0,0,0,0,0,0
20200309,1,0,1,0,0,0,0,0,0,0,0,0
20200310,1,0,1,0,0,0,0,0,0,0,0,0
20200311,1,0,1,0,0,0,0,0,0,0,0,0
20200312,1,0,1,0,0,0,0,0,0,0,0,0
20200313,1,0,1,0,0,0,0,0,0,0,0,0
20200314,1,0,1,0,0,0,0,0,0,0,0,0
20200315,1,0,1,0,0,0,0,0,0,0,0,0
20200316,1,0,1,0,0,0,0,0,0,0,0,0
20200317,1,0,1,0,0,0,0,0,0,0,0,0
20200318,1,0,1,0,0,0,0,0,0,0,0,0
20200319,1,0,1,0,0,0,0,0,0,0,0,0
20200320,1,0,1,0,0,0,0,0,0,0,0,0
20200321,1,0,1,0,0,0,0,0,0,0,0,0
20200322,1,0,1,0,0,0,0,0,0,0,0,0
20200323,1,0,1,0,0,0,0,0,0,0,0,0
20200324,1,0,1,0,0,0,0,0,0,0,0,0
20200325,1,0,1,0,0,0,0,0,0,0,0,0
20200326,1,0,1,0,0,0,0,0,0,0,0,0
20200327,1,0,1,0,0,0,0,0,0,0,0,0
20200328,1,0,1,0,0,0,0,0,0,0,0,0
20200329,1,0,1,0,0,0,0,0,0,0,0,0
20200330,1,0,1,0,0,0,0,0,0,0,0,0
20200331,1,0,1,0,0,0,0,0,0,0,0,0
20200401,1,0,1,0,0,0,0,0,0,0,0,0
20200402,1,0,1,0,0,0,0,0,0,0,0,0
20200403,1,0,1,0,0,0,0,0,0,0,0,0
20200404,1,0,1,0,0,0,0,0,0,0,0,0
20200405,1,0,1,0,0,0,0,0,0,0,0,0
20200406,1,0,1,0,0,0,0,0,0,0,0,0
20200407,1,0,1,0,0,0,0,0,0,0,0,0
20200408,1,0,1,0,0,0,0,0,0,0,0,0
20200409,1,0,1,0,0,0,0,0,0,0,0,0
20200410,1,0,1,0,0,0,0,0,0,0,0,0
20200411,1,0,1,0,0,0,0,0,0,0,0,0
20200412,1,0,1,0,0,0,0,0,0,0,0,0
20200413,1,0,1,0,0,0,0,0,0,0,0,0
20200414,1,0,1,0,0,0,0,0,0,0,0,0
20200415,1,0,1,0,0,0,0,0,0,0,0,0
20200416,1,0,1,0,0,0,0,0,0,0,0,0
20200417,1,0,1,0,0,0,0,0,0,0,0,0
20200418,1,0,1,0,0,0,0,0,0,0,0,0
20200419,1,0,1,0,0,0,0,0,0,0,0,0
20200420,1,0,1,0,0,0,0,0,0,0,0,0
20200421,1,0,1,0,0,0,0,0,0,0,0,0
20200422,1,0,1,0,0,0,0,0,0,0,0,0
20200423,1,0,1,0,0,0,0,0,0,0,0,0
20200424,1,0,1,0,0,0,0,0,0,0,0,0
20200425,1,0,1,0,0,0,0,0,0,0,0,0
20200426,1,0,1,0,0,0,0,0,0,0,0,0
20200427,1,0,1,0,0,0,0,0,0,0,0,0
20200428,1,0,1,0,0,0,0,0,0,0,0,0
20200429,1,0,1,0,0,0,0,0,0,0,0,0
20200430,1,0,1,0,0,0,0,0,0,0,0,0
20200501,1,0,1,0,0,0,0,0,0,0,0,0
20200502,1,0,1,0,0,0,0,0,0,0,0,0
20200503,1,0,1,0,0,0,0,0,0,0,0,0
20200504,1,0,1,0,0,0,0,0,0,0,0,0
20200505,1,0,1,0,0,0,0,0,0,0,0,0
20200506,1,0,1,0,0,0,0,0,0,0,0,0
20200507,1,0,1,0,0,0,0,0,0,0,0,0
20200508,1,0,1,0,0,0,0,0,0,0,0,0
20200509,1,0,1,0,0,0,0,0,0,0,0,0
20200510,1,0,1,0,0,0,0,0,0,0,0,0
20200511,1,0,1,0,0,0,0,0,0,0,0,0
20200512,1,0,1,0,0,0,0,0,0,0,0,0
20200513,1,0,1,0,0,0,0,0,0,0,0,0
20200514,1,0,1,0,0,0,0,0,0,0,0,0
20200515,1,0,1,0,0,0,0,0,0,0,0,0
20200516,1,0,1,0,0,0,0,0,0,0,0,0
20200517,1,0,1,0,0,0,0,0,0,0,0,0
20200518,1,0,1,0,0,0,0,0,0,0,0,0
20200519,1,0,1,0,0,0,0,0,0,0,0,0
20200520,1,0,1,0,0,0,0,0,0,0,0,0
20200521,1,0,1,0,0,0,0,0,0,0,0,0
20200522,1,0,1,0,0,0,0,0,0,0,0,0
20200523,1,0,1,0,0,0,0,0,0,0,0,0
20200524,1,0,1,0,0,0,0,0,0,0,0,0
20200525,1,0,1,0,0,0,0,0,0,0,0,0
20200526,1,0,1,0,0,0,0,0,0,0,0,0
20200527,1,0,1,0,0,0,0,0,0,0,0,0
20200528,1,0,1,0,0,0,0,0,0,0,0,0
20200529,1,0,1,0,0,0,0,0,0,0,0,0
20200530,1,0,1,0,0,0,0,0,0,0,0,0
20200531,1,0,1,0,0,0,0,0,0,0,0,0
20200601,1,0,1,0,0,0,0,0,0,0,0,0
20200602,1,0,1,0,0,0,0,0,0,0,0,0
20200603,1,0,1,0,0,0,0,0,0,0,0,0
20200604,1,0,1,0,0,0,0,0,0,0,0,0
20200605,1,0,1,0,0,0,0,0,0,0,0,0
20200606,1,0,1,0,0,0,0,0,0,0,0,0
20200607,1,0,1,0,0,0,0,0,0,0,0,0
20200608,1,0,1,0,0,0,0,0,0,0,0,0
20200609,1,0,1,0,0,0,0,0,0,0,0,0
20200610,1,0,1,0,0,0,0,0,0,0,0,0
20200611,1,0,1,0,0,0,0,0,0,0,0,0
20200612,1,0,1,0,0,0,0,0,0,0,0,0
20200613,1,0,1,0,0,0,0,0,0,0,0,0
20200614,1,0,1,0,0,0,0,0,0,0,0,0
20200615,1,0,1,0,0,0,0,0,0,0,0,0
20200616,1,0,1,0,0,0,0,0,0,0,0,0
20200617,1,0,1,0,0,0,0,0,0,0,0,0
20200618,1,0,1,0,0,0,0,0,0,0,0,0
20200619,1,0,1,0,0,0,0,0,0,0,0,0
20200620,1,0,1,0,0,0,0,0,0,0,0,0
20200621,1,0,1,0,0,0,0,0,0,0,0,0
20200622,1,0,1,0,0,0,0,0,0,0,0,0
20200623,1,0,1,0,0,0,0,0,0,0,0,0
20200624,1,0,1,0,0,0,0,0,0,0,0,0
20200625,1,0,1,0,0,0,0,0,0,0,0,0
20200626,1,0,1,0,0,0,0,0,0,0,0,0
20200627,1,0,1,0,0,0,0,0,0,0,0,0
20200628,1,0,1,0,0,0,0,0,0,0,0,0
20200629,1,0,1,0,0,0,0,0,0,0,0,0
20200630,1,0,1,0,0,0,0,0,0,0,0,0
20200701,1,0,1,0,0,0,0,0,0,0,0,0
20200702,1,0,1,0,0,0,0,0,0,0,0,0
20200703,1,0,1,0,0,0,0,0,0,0,0,0
20200704,1,0,1,0,0,0,0,0,0,0,0,0
20200705,1,0,1,0,0,0,0,0,0,0,0,0
20200706,1,0,1,0,0,0,0,0,0,0,0,0
20200707,1,0,1,0,0,0,0,0,0,0,0,0
20200708,1,0,1,0,0,0,0,0,0,0,0,0
20200709,1,0,1,0,0,0,0,0,0,0,0,0
20200710,1,0,1,0,0,0,0,0,0,0,0,0
20200711,1,0,1,0,0,0,0,0,0,0,0,0
20200712,1,0,1,0,0,0,0,0,0,0,0,0
20200713,1,0,1,0,0,0,0,0,0,0,0,0
20200714,1,0,1,0,0,0,0,0,0,0,0,0
20200715,1,0,1,0,0,0,0,0,0,0,0,0
20200716,1,0,1,0,0,0,0,0,0,0,0,0
20200717,1,0,1,0,0,0,0,0,0,0,0,0
20200718,1,0,1,0,0,0,0,0,0,0,0,0
20200719,1,0,1,0,0,0,0,0,0,0,0,0
20200720,1,0,1,0,0,0,0,0,0,0,0,0
20200721,1,0,1,0,0,0,0,0,0,0,0,0
20200722,1,0,1,0,0,0,0,0,0,0,0,0
20200723,1,0,1,0,0,0,0,0,0,0,0,0
20200724,1,0,1,0,0,0,0,0,0,0,0,0
20200725,1,0,1,0,0,0,0,0,0,0,0,0
20200726,1,0,1,0,0,0,0,0,0,0,0,0
20200727,1,0,1,0,0,0,0,0,0,0,0,0
20200728,1,0,1,0,0,0,0,0,0,0,0,0
20200729,1,0,1,0,0,0,0,0,0,0,0,0
20200730,1,0,1,0,0,0,0,0,0,0,0,0
20200731,1,0,1,0,0,0,0,0,0,0,0,0
20200801,1,0,1,0,0,0,0,0,0,0,0,0
20200802,1,0,1,0,0,0,0,0,0,0,0,0
20200803,1,0,1,0,0,0,0,0,0,0,0,0
20200804,1,0,1,0,0,0,0,0,0,0,0,0
20200805,1,0,1,0,0,0,0,0,0,0,0,0
20200806,1,0,1,0,0,0,0,0,0,0,0,0
20200807,1,0,1,0,0,0,0,0,0,0,0,0
20200808,1,0,1,0,0,0,0,0,0,0,0,0
20200809,1,0,1,0,0,0,0,0,0,0,0,0
20200810,1,0,1,0,0,0,0,0,0,0,0,0
20200811,1,0,1,0,0,0,0,0,0,0,0,0
20200812,1,0,1,0,0,0,0,0,0,0,0,0
20200813,1,0,1,0,0,0,0,0,0,0,0,0
20200814,1,0,1,0,0,0,0,0,0,0,0,0
20200815,1,0,1,0,0,0,0,0,0,0,0,0
20200816,1,0,1,0,0,0,0,0,0,0,0,0
20200817,1,0,1,0,0,0,0,0,0,0,0,0
20200818,1,0,1,0,0,0,0,0,0,0,0,0
20200819,1,0,1,0,0,0,0,0,0,0,0,0
20200820,1,0,1,0,0,0,0,0,0,0,0,0
20200821,1,0,1,0,0,0,0,0,0,0,0,0
20200822,1,0,1,0,0,0,0,0,0,0,0,0
20200823,1,0,1,0,0,0,0,0,0,0,0,0
20200824,1,0,1,0,0,0,0,0,0,0,0,0
20200825,1,0,1,0,0,0,0,0,0,0,0,0
20200826,1,0,1,0,0,0,0,0,0,0,0,0
20200827,1,0,1,0,0,0,0,0,0,0,0,0
20200828,1,0,1,0,0,0,0,0,0,0,0,0
20200829,1,0,1,0,0,0,0,0,0,0,0,0
20200830,1,0,1,0,0,0,0,0,0,0,0,0
20200831,1,0,1,0,0,0,0,0,0,0,0,0
20200901,1,0,1,0,0,0,0,0,0,0,0,0
20200902,1,0,1,0,0,0,0,0,0,0,0,0
20200903,1,0,1,0,0,0,0,0,0,0,0,0
20200904,1,0,1,0,0,0,0,0,0,0,0,0
20200905,1,0,1,0,0,0,0,0,0,0,0,0
20200906,1,0,1,0,0,0,0,0,0,0,0,0
20200907,1,0,1,0,0,0,0,0,0,0,0,0
20200908,1,0,1,0,0,0,0,0,0,0,0,0
20200909,1,0,1,0,0,0,0,0,0,0,0,0
20200910,1,0,1,0,0,0,0,0,0,0,0,0
20200911,1,0,1,0,0,0,0,0,0,0,0,0
20200912,1,0,1,0,0,0,0,0,0,0,0,0
20200913,1,0,1,0,0,0,0,0,0,0,0,0
20200914,1,0,1,0,0,0,0,0,0,0,0,0
20200915,1,0,1,0,0,0,0,0,0,0,0,0
20200916,1,0,1,0,0,0,0,0,0,0,0,0
20200919,1,0,1,0,0,0,0,0,0,0,0,0
20200918,1,0,1,0,0,0,0,0,0,0,0,0
20200920,1,0,1,0,0,0,0,0,0,0,0,0
20200920,1,0,1,0,0,0,0,0,0,0,0,0
20200921,1,0,1,0,0,0,0,0,0,0,0,0
20200922,1,0,1,0,0,0,0,0,0,0,0,0
20200923,1,0,1,0,0,0,0,0,0,0,0,0
20200924,1,0,1,0,0,0,0,0,0,0,0,0
20200925,1,0,1,0,0,0,0,0,0,0,0,0
20200926,1,0,1,0,0,0,0,0,0,0,0,0
20200927,1,0,1,0,0,0,0,0,0,0,0,0
20200928,1,0,1,0,0,0,0,0,0,0,0,0
20200929,1,0,1,0,0,0,0,0,0,0,0,0
20200930,1,0,1,0,0,0,0,0,0,0,0,0
20201001,1,0,1,0,0,0,0,0,0,0,0,0
20201002,1,0,1,0,0,0,0,0,0,0,0,0
20201003,1,0,1,0,0,0,0,0,0,0,0,0
20201004,1,0,1,0,0,0,0,0,0,0,0,0
20201005,1,0,1,0,0,0,0,0,0,0,0,0
20201006,1,0,1,0,0,0,0,0,0,0,0,0
20201007,1,0,1,0,0,0,0,0,0,0,0,0
20201008,1,0,1,0,0,0,0,0,0,0,0,0
20201009,1,0,1,0,0,0,0,0,0,0,0,0
20201010,1,0,1,0,0,0,0,0,0,0,0,0
20201011,1,0,1,0,0,0,0,0,0,0,0,0
20201012,1,0,1,0,0,0,0,0,0,0,0,0
20201013,1,0,1,0,0,0,0,0,0,0,0,0
20201014,1,0,1,0,0,0,0,0,0,0,0,0
20201015,1,0,1,0,0,0,0,0,0,0,0,0
20201016,1,0,1,0,0,0,0,0,0,0,0,0
20201017,1,0,1,0,0,0,0,0,0,0,0,0
20201018,1,0,1,0,0,0,0,0,0,0,0,0
20201019,1,0,1,0,0,0,0,0,0,0,0,0
20201020,1,0,1,0,0,0,0,0,0,0,0,0
20201021,1,0,1,0,0,0,0,0,0,0,0,0
20201022,1,0,1,0,0,0,0,0,0,0,0,0
20201023,1,0,1,0,0,0,0,0,0,0,0,0
20201024,1,0,1,0,0,0,0,0,0,0,0,0
20201025,1,0,1,0,0,0,0,0,0,0,0,0
20201026,1,0,1,0,0,0,0,0,0,0,0,0
20201027,1,0,1,0,0,0,0,0,0,0,0,0
20201028,1,0,1,0,0,0,0,0,0,0,0,0
20201029,1,0,1,0,0,0,0,0,0,0,0,0
20201030,1,0,1,0,0,0,0,0,0,0,0,0
20201031,1,0,1,0,0,0,0,0,0,0,0,0
20201101,1,0,1,0,0,0,0,0,0,0,0,0
20201102,1,0,1,0,0,0,0,0,0,0,0,0
20201103,1,0,1,0,0,0,0,0,0,0,0,0
20201104,1,0,1,0,0,0,0,0,0,0,0,0
20201105,1,0,1,0,0,0,0,0,0,0,0,0
20201106,1,0,1,0,0,0,0,0,0,0,0,0
20201107,1,0,1,0,0,0,0,0,0,0,0,0
20201108,1,0,1,0,0,0,0,0,0,0,0,0
20201109,1,0,1,0,0,0,0,0,0,0,0,0
20201110,1,0,1,0,0,0,0,0,0,0,0,0
20201111,1,0,1,0,0,0,0,0,0,0,0,0
20201112,1,0,1,0,0,0,0,0,0,0,0,0
20201113,1,0,1,0,0,0,0,0,0,0,0,0
20201114,1,0,1,0,0,0,0,0,0,0,0,0
20201115,1,0,1,0,0,0,0,0,0,0,0,0
20201116,1,0,1,0,0,0,0,0,0,0,0,0
20201117,1,0,1,0,0,0,0,0,0,0,0,0
20201118,1,0,1,0,0,0,0,0,0,0,0,0
20201119,1,0,1,0,0,0,0,0,0,0,0,0
20201120,1,0,1,0,0,0,0,0,0,0,0,0
20201121,1,0,1,0,0,0,0,0,0,0,0,0
20201122,1,0,1,0,0,0,0,0,0,0,0,0
20201123,1,0,1,0,0,0,0,0,0,0,0,0
20201124,1,0,1,0,0,0,0,0,0,0,0,0
20201125,1,0,1,0,0,0,0,0,0,0,0,0
20201126,1,0,1,0,0,0,0,0,0,0,0,0
20201127,1,0,1,0,0,0,0,0,0,0,0,0
20201128,1,0,1,0,0,0,0,0,0,0,0,0
20201129,1,0,1,0,0,0,0,0,0,0,0,0
20201130,1,0,1,0,0,0,0,0,0,0,0,0
20201201,1,0,1,0,0,0,0,0,0,0,0,0
20201202,1,0,1,0,0,0,0,0,0,0,0,0
20201203,1,0,1,0,0,0,0,0,0,0,0,0
20201204,1,0,1,0,0,0,0,0,0,0,0,0
20201205,1,0,1,0,0,0,0,0,0,0,0,0
20201206,1,0,1,0,0,0,0,0,0,0,0,0
20201207,1,0,1,0,0,0,0,0,0,0,0,0
20201208,1,0,1,0,0,0,0,0,0,0,0,0
20201209,1,0,1,0,0,0,0,0,0,0,0,0
20201210,1,0,1,0,0,0,0,0,0,0,0,0
20201211,1,0,1,0,0,0,0,0,0,0,0,0
20201212,1,0,1,0,0,0,0,0,0,0,0,0
20201213,1,0,1,0,0,0,0,0,0,0,0,0
20201214,1,0,1,0,0,0,0,0,0,0,0,0
20201215,1,0,1,0,0,0,0,0,0,0,0,0
20201216,1,0,1,0,0,0,0,0,0,0,0,0
20201217,1,0,1,0,0,0,0,0,0,0,0,0
20201218,1,0,1,0,0,0,0,0,0,0,0,0
20201219,1,0,1,0,0,0,0,0,0,0,0,0
20201220,1,0,1,0,0,0,0,0,0,0,0,0
20201221,1,0,1,0,0,0,0,0,0,0,0,0
20201222,1,0,1,0,0,0,0,0,0,0,0,0
20201223,1,0,1,0,0,0,0,0,0,0,0,0
20201224,1,0,1,0,0,0,0,0,0,0,0,0
20201225,1,0,1,0,0,0,0,0,0,0,0,0
20201226,1,0,1,0,0,0,0,0,0,0,0,0
20201227,1,0,1,0,0,0,0,0,0,0,0,0
20201228,1,0,1,0,0,0,0,0,0,0,0,0
20201229,1,0,1,0,0,0,0,0,0,0,0,0
20201230,1,0,1,0,0,0,0,0,0,0,0,0
20201231,1,0,1,0,0,0,0,0,0,0,0,0
20210101,1,0,1,0,0,0,0,0,0,0,0,0
20210102,1,0,1,0,0,0,0,0,0,0,0,0
20210103,1,0,1,0,0,0,0,0,0,0,0,0
20210104,1,0,1,0,0,0,0,0,0,0,0,0
20210105,1,0,1,0,0,0,0,0,0,0,0,0
20210106,1,0,1,0,0,0,0,0,0,0,0,0
20210107,1,0,1,0,0,0,0,0,0,0,0,0
20210108,1,0,1,0,0,0,0,0,0,0,0,0
20210109,1,0,1,0,0,0,0,0,0,0,0,0
20210110,1,0,1,0,0,0,0,0,0,0,0,0
20210111,1,0,1,0,0,0,0,0,0,0,0,0
20210112,1,0,1,0,0,0,0,0,0,0,0,0
20210113,1,0,1,0,0,0,0,0,0,0,0,0
20210114,1,0,1,0,0,0,0,0,0,0,0,0
20210115,1,0,1,0,0,0,0,0,0,0,0,0
20210116,1,0,1,0,0,0,0,0,0,0,0,0
20210117,1,0,1,0,0,0,0,0,0,0,0,0
20210118,1,0,1,0,0,0,0,0,0,0,0,0
20210119,1,0,1,0,0,0,0,0,0,0,0,0
20210120,1,0,1,0,0,0,0,0,0,0,0,0
20210121,1,0,1,0,0,0,0,0,0,0,0,0
20210122,1,0,1,0,0,0,0,0,0,0,0,0
